Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
26.95,47.25,1208,400,12967,19418,938.696,1.89,1.97,13.03,2.031,0.046,1
-4.817,42.91,65,400,12797,20657,937.402,1.83,1.9,12.61,1.966,0.044,0
26.74,48.36,1310,400,12955,19396,938.709,1.79,1.86,12.32,1.922,0.043,1
-4.881,42.22,135,431,12765,20581,937.362,2.14,2.23,14.75,2.299,0.052,0
25,51.33,1145,427,12874,19448,938.807,1.96,2.04,13.51,2.107,0.048,1
26.94,47.72,1299,401,12955,19401,938.713,1.77,1.84,12.19,1.901,0.043,1
25.95,48.63,197,429,12771,20524,937.375,1.41,1.47,9.74,1.518,0.034,0
-0.976,47.93,1331,408,12992,19400,938.788,2.15,2.23,14.79,2.307,0.052,1
24.92,51.54,1111,511,12855,19457,938.904,1.95,2.03,13.44,2.096,0.047,1
13.515,47.53,1138,400,12894,19452,938.746,1.73,1.8,11.89,1.855,0.042,1
20.851,50.17,1046,527,12845,19476,938.913,2.03,2.11,13.99,2.181,0.049,1
26.99,47.53,1350,401,12955,19399,938.686,2.26,2.35,15.54,2.423,0.055,1
24.64,53.18,1159,409,12894,19446,938.752,1.55,1.62,10.7,1.668,0.038,1
-5.188,46.05,120,400,12800,20610,937.3,2.08,2.16,14.32,2.233,0.05,0
26.92,43.04,90,416,12771,20627,937.399,1.91,1.99,13.17,2.054,0.046,0
24.68,52.41,1143,563,12824,19454,938.966,2.01,2.09,13.84,2.158,0.049,1
26.85,48.21,1325,400,12995,19397,938.749,1.8,1.87,12.37,1.929,0.044,1
12.421,49.41,1111,427,12874,19449,938.832,1.85,1.92,12.74,1.986,0.045,1
25.05,50.74,1434,426,12973,19372,938.698,1.88,1.96,12.96,2.022,0.046,1
19.138,23.28,31104,702,12660,18770,936.9,0.55,0.57,3.81,0.593,0.013,0
26.264,49.37,4,400,13098,20000,939.696,0.59,0.61,4.03,0.629,0.014,0
-4.082,50.04,289,400,13118,19976,939.402,0.44,0.46,3.01,0.47,0.011,1
12.164,44.68,0,400,13254,21202,937.488,1.96,2.04,13.49,2.104,0.048,0
19.19,51.55,274,400,13119,19991,939.5,0.39,0.41,2.69,0.42,0.009,1
-7.679,50.05,170,400,13167,20093,939.642,0.86,0.89,5.91,0.921,0.021,1
12.71,53.63,1164,412,12884,19438,938.737,1.53,1.59,10.54,1.644,0.037,1
21.565,53.41,31,400,13133,20028,939.64,0.82,0.86,5.68,0.885,0.02,0
-8.877,55.98,34,400,13244,20229,939.659,2.17,2.25,14.92,2.326,0.053,1
-21.559,50.16,1343,400,12976,19394,938.689,1.73,1.8,11.89,1.855,0.042,1
-5.347,41.1,89,400,12791,20643,937.436,1.97,2.04,13.54,2.111,0.048,0
-14.978,48.49,1402,404,12975,19382,938.73,1.91,1.98,13.14,2.049,0.046,1
-7.739,55.38,183,400,13159,20081,939.631,0.85,0.88,5.85,0.912,0.021,1
12.225,50.57,1151,400,12890,19449,938.767,1.8,1.87,12.36,1.927,0.044,1
18.88,55.83,202,400,13153,20062,939.654,0.61,0.64,4.22,0.658,0.015,1
25.23,41,0,400,13431,21182,937.04,1.7,1.77,11.7,1.824,0.041,0
-7.133,55.46,207,400,13149,20056,939.626,0.67,0.7,4.64,0.723,0.016,1
16.255,47.63,1115,474,12863,19455,938.922,2.33,2.43,16.07,2.506,0.057,1
-7.76,49.29,29,400,13257,20191,939.698,2.42,2.51,16.64,2.595,0.059,1
9.884,45.12,83,455,12777,20674,937.551,2.43,2.53,16.73,2.609,0.059,0
-4.739,43.95,127,400,12797,20594,937.366,1.73,1.8,11.94,1.862,0.042,0
26.947,56.85,0,400,13007,19942,939.746,0.38,0.4,2.65,0.413,0.009,0
20.77,51.49,282,400,13131,19931,939.692,1.54,1.6,10.61,1.654,0.037,1
21.97,50.01,144,400,13225,20077,939.672,1.68,1.75,11.57,1.805,0.041,1
24.93,51.99,1251,404,12911,19417,938.697,1.53,1.59,10.55,1.645,0.037,1
20.153,49.11,1130,568,12830,19442,938.953,2.01,2.09,13.83,2.156,0.049,1
2.979,28.35,6862,400,13175,19573,936.878,2.02,2.1,13.89,2.165,0.049,0
25.1,41.41,0,400,13455,21223,937.043,1.66,1.72,11.41,1.779,0.04,0
12.061,48.49,1099,403,12888,19448,938.787,1.68,1.75,11.57,1.804,0.041,1
9.331,63.11,0,400,13457,20348,939.193,2.07,2.15,14.24,2.22,0.05,1
24.653,51.9,6,400,12734,19762,939.831,0.24,0.31,1.52,0.331,0.063,0
20.18,55.94,202,400,13156,20058,939.611,0.49,0.51,3.39,0.529,0.012,1
48.29,14.68,696,400,13713,20492,936.664,0.61,0.63,4.19,0.653,0.015,0
24.85,52.11,1383,400,12972,19386,938.689,1.73,1.8,11.9,1.856,0.042,1
-8.981,55.55,8,400,13271,20253,939.675,2.4,2.49,16.49,2.572,0.058,1
26.25,51.18,1297,400,13003,19413,938.809,2.05,2.13,14.12,2.201,0.05,1
20.37,47.01,12,400,13208,20142,939.613,0.96,0.99,6.58,1.025,0.023,0
18.78,54.02,287,400,13110,19973,939.471,0.25,0.26,1.7,0.265,0.006,1
36.36,14.47,432,4286,12312,20179,930.911,1.83,1.9,12.62,1.967,0.044,1
20.84,52.38,1120,559,12832,19451,938.902,1.92,1.99,13.19,2.056,0.046,1
24.65,53.08,1180,411,12893,19429,938.794,1.48,1.54,10.21,1.593,0.036,1
36.94,18.08,0,1729,12826,20125,930.937,7.91,8.21,54.41,8.484,0.192,1
20.703,53.98,1132,400,12928,19438,938.705,1.55,1.61,10.69,1.667,0.038,1
-20.042,11.77,5386,400,13390,19662,936.672,0.74,0.76,5.07,0.79,0.018,0
24.33,52.88,1038,636,12806,19472,939.055,2.08,2.16,14.34,2.236,0.05,1
24.68,52,1126,616,12808,19445,939.05,2.28,2.37,15.71,2.45,0.055,1
20.36,54.55,222,400,13146,20036,939.562,0.44,0.45,3,0.468,0.011,1
59.45,11.57,60000,8887,11420,16856,936.755,1124.89,1312.62,7380.66,1379.394,166.943,0
26.12,47.66,156,440,12773,20568,937.365,1.83,1.9,12.62,1.968,0.044,0
-19.945,12.99,60000,9567,11383,16725,936.786,7729.44,14014.21,38164.66,15451.918,5995.594,0
24.45,53.84,1212,406,12918,19415,938.694,1.63,1.7,11.24,1.753,0.04,1
29.32,40.36,92,404,12786,20666,937.566,2.23,2.32,15.36,2.395,0.054,0
16.755,49.35,209,442,12761,20505,937.381,1.81,1.88,12.44,1.94,0.044,0
24.24,51.91,1000,680,12782,19482,939.082,2.37,2.47,16.34,2.549,0.058,1
12.984,53.82,1090,400,12899,19455,938.771,1.6,1.67,11.04,1.721,0.039,1
12.551,51.1,1176,406,12878,19434,938.75,1.66,1.73,11.45,1.785,0.04,1
50.05,22.41,60000,5118,11637,16853,936.809,1127.25,1171.17,7758.41,1209.833,27.325,0
28.73,42.82,66,400,12841,20706,937.519,1.91,1.99,13.17,2.053,0.046,0
-10.82,50.64,1180,400,13025,19435,938.755,2.08,2.17,14.34,2.237,0.051,1
26.61,49.09,1394,400,12975,19384,938.7,1.64,1.7,11.25,1.755,0.04,1
19.78,54.36,16,400,13254,20209,939.726,2.23,2.32,15.36,2.395,0.054,1
18.89,53.19,277,400,13115,19987,939.454,0.28,0.29,1.94,0.303,0.007,1
-9.247,50.07,2,400,13267,20236,939.721,2.42,2.51,16.65,2.597,0.059,1
15.955,47.02,1118,616,12809,19451,939.028,2.25,2.34,15.5,2.416,0.055,1
12.345,53.02,1153,438,12868,19440,938.828,2.31,2.4,15.92,2.482,0.056,1
16.673,52.18,71,400,13202,20105,939.609,0.91,0.95,6.27,0.978,0.022,0
-4.938,46.96,139,410,12780,20584,937.355,1.91,1.99,13.17,2.054,0.046,0
24.68,53.02,1212,401,12928,19425,938.74,1.42,1.47,9.76,1.523,0.034,1
20.73,48.71,177,400,13207,20054,939.679,1.9,1.97,13.08,2.04,0.046,1
19.842,49.15,1205,400,12921,19412,938.685,1.87,1.94,12.88,2.009,0.045,1
-4.797,56.47,682,723,12767,19571,939.15,2.47,2.57,17,2.651,0.06,1
16.05,50.88,69,400,13195,20106,939.632,0.98,1.02,6.73,1.05,0.024,0
-17.487,52.22,1358,406,12968,19389,938.729,2.13,2.21,14.63,2.282,0.052,1
24.37,53.03,1032,610,12812,19472,939.067,1.8,1.87,12.37,1.929,0.044,1
-9.225,53.21,17,400,13255,20225,939.749,2.19,2.28,15.09,2.353,0.053,1
26.2,51.78,1028,470,12864,19475,938.916,1.77,1.84,12.18,1.899,0.043,1
18.63,48.73,59,400,13199,20132,939.624,1,1.04,6.91,1.077,0.024,0
13.83,50.58,12,400,12698,19740,939.818,0.08,0.11,0.49,0.117,0.026,0
25.48,48.23,1260,423,12913,19413,938.76,1.65,1.71,11.34,1.769,0.04,1
21.283,47.77,0,400,13183,20084,939.662,0.99,1.03,6.8,1.06,0.024,0
24.99,51.19,1151,498,12842,19438,938.902,1.71,1.77,11.76,1.833,0.041,1
24.27,54.27,1371,420,12979,19393,938.814,2.08,2.16,14.31,2.232,0.05,1
18.853,48.15,1320,419,12986,19398,938.859,1.65,1.71,11.34,1.768,0.04,1
16.69,52.89,1147,496,12852,19448,938.904,2.32,2.41,15.98,2.492,0.056,1
26.68,48.61,1138,490,12853,19452,938.92,2.05,2.13,14.12,2.202,0.05,1
22.937,56.27,0,400,12636,19703,939.811,0.06,0.11,0.28,0.123,0.05,0
25.22,49.91,1163,493,12848,19440,938.9,1.62,1.69,11.18,1.743,0.039,1
24.37,54.21,1423,417,12969,19374,938.694,1.79,1.86,12.32,1.921,0.043,1
7.744,60.79,203,400,13188,20016,939.709,2.26,2.34,15.52,2.421,0.055,1
24.47,53.03,988,570,12832,19482,939.02,1.54,1.6,10.59,1.651,0.037,1
18.53,56.14,252,400,13127,20019,939.531,0.4,0.41,2.74,0.428,0.01,1
24.65,53.03,1151,400,12899,19438,938.772,1.5,1.56,10.35,1.614,0.036,1
28.84,41.43,113,400,12794,20615,937.31,1.66,1.72,11.41,1.779,0.04,0
20.349,51.41,1224,410,12918,19423,938.684,1.7,1.76,11.68,1.822,0.041,1
-10.033,48.76,1174,400,13013,19437,938.74,1.77,1.83,12.15,1.894,0.043,1
28.66,42.76,194,413,12771,20528,937.355,1.83,1.9,12.59,1.963,0.044,0
16.056,47.93,1230,400,12930,19419,938.743,1.51,1.56,10.37,1.617,0.037,1
26.96,46.44,1013,400,13015,19472,938.728,2.49,2.59,17.16,2.676,0.06,1
20.785,26.32,10728,400,12834,19274,936.881,0.59,0.62,4.09,0.638,0.014,0
23.15,54.65,935,726,12760,19498,939.096,2.38,2.48,16.41,2.558,0.058,1
10.716,51.95,1186,400,12959,19431,938.751,2.07,2.15,14.26,2.224,0.05,1
26.9,48.2,1199,400,12944,19438,938.735,1.59,1.65,10.94,1.706,0.039,1
12.395,50.05,1074,400,12885,19454,938.748,1.74,1.81,12,1.872,0.042,1
-5.049,62.5,606,536,12877,19648,939.212,2.37,2.46,16.29,2.541,0.057,1
25.314,54.46,22,400,12772,19760,939.817,0.25,0.26,1.71,0.267,0.006,0
22.04,57.9,170,400,13207,20050,939.684,2.19,2.28,15.07,2.35,0.053,1
24.49,53.54,1318,401,12957,19409,938.728,1.59,1.65,10.95,1.707,0.039,1
19.44,50.64,350,400,13083,19910,939.343,0.3,0.31,2.04,0.318,0.007,1
-7.217,48.93,184,400,13161,20082,939.641,1.03,1.07,7.11,1.109,0.025,1
18.51,50.92,130,400,13170,20044,939.645,0.85,0.88,5.85,0.913,0.021,0
28.57,42.84,178,436,12773,20552,937.35,1.86,1.94,12.83,2.001,0.045,0
26.98,47.71,1285,400,12998,19403,938.776,1.58,1.65,10.91,1.701,0.038,1
14.087,53.47,1159,464,12864,19450,938.862,1.79,1.86,12.34,1.924,0.043,1
12.006,48.66,1097,400,12885,19455,938.789,1.79,1.86,12.32,1.921,0.043,1
-21.899,48.33,1346,400,12974,19393,938.715,1.43,1.49,9.87,1.54,0.035,1
-4.351,50.31,307,400,13112,19956,939.4,0.22,0.22,1.49,0.232,0.005,1
24.34,54.21,1389,415,12970,19382,938.7,1.94,2.02,13.38,2.087,0.047,1
-14.374,47.9,1333,400,12965,19386,938.741,1.78,1.85,12.26,1.911,0.043,1
26.78,48.24,1051,422,12876,19463,938.813,1.97,2.04,13.53,2.11,0.048,1
26.37,50.55,1367,400,12979,19386,938.702,1.84,1.91,12.66,1.974,0.045,1
24.52,53.49,1348,411,12958,19391,938.711,1.42,1.47,9.75,1.521,0.034,1
20.082,52.25,1178,524,12840,19441,938.89,1.79,1.86,12.29,1.917,0.043,1
35.43,15.52,538,4445,12293,20075,930.906,2.65,2.76,18.26,2.847,0.064,1
23.89,55.41,690,706,12774,19569,939.135,2.35,2.44,16.17,2.522,0.057,1
23.92,54.18,1059,655,12798,19474,939.071,2.28,2.37,15.67,2.444,0.055,1
20.793,26.61,12226,438,12797,19186,936.893,0.76,0.79,5.25,0.818,0.018,0
14.487,48.64,216,438,12759,20501,937.454,1.72,1.78,11.82,1.844,0.042,0
29.07,40.93,54,400,12797,20688,937.57,2.12,2.2,14.61,2.278,0.051,0
15.7,66.03,1932,400,13412,20135,937.05,0.83,0.87,5.75,0.896,0.02,0
-21.603,53.52,1415,404,12969,19383,938.741,1.79,1.86,12.29,1.917,0.043,1
57.18,13.19,60000,3662,11864,17283,936.715,5213.33,7158.15,31505.17,7678.268,1817.016,0
10.856,47.06,1157,400,12968,19441,938.775,2.02,2.1,13.94,2.173,0.049,1
-0.777,15.34,1186,400,13692,20370,936.66,0.69,0.72,4.74,0.739,0.017,0
12.58,52.88,1111,426,12872,19457,938.835,2.22,2.3,15.25,2.379,0.054,1
24.4,52.9,1145,400,13024,19444,938.777,2.05,2.13,14.09,2.196,0.05,1
4.085,56.92,308,400,13117,19901,939.663,1.38,1.43,9.5,1.482,0.033,1
26.05,48.25,212,438,12770,20510,937.451,1.75,1.82,12.06,1.881,0.042,0
24.86,51.7,1113,569,12829,19445,938.967,1.69,1.76,11.63,1.814,0.041,1
19.95,52.94,177,400,13202,20040,939.68,2.2,2.29,15.14,2.361,0.053,1
14.11,49.82,3,400,12737,19765,939.822,0.21,0.26,1.35,0.28,0.047,0
24.755,54.22,0,400,13158,20069,939.635,0.63,0.66,4.34,0.678,0.015,0
18.71,55.88,386,400,13040,19874,939.272,0.36,0.38,2.5,0.39,0.009,1
-8.077,51.49,149,400,13184,20120,939.67,0.97,1.01,6.68,1.041,0.024,1
22.68,52.7,28,424,12582,19650,939.804,0.32,0.72,1.21,0.809,0.387,0
40.95,24.56,105,400,13540,21107,936.84,0.81,0.84,5.56,0.867,0.02,0
19.342,47.58,1040,487,12852,19468,938.877,1.86,1.93,12.81,1.997,0.045,1
-7.874,50.16,176,400,13174,20091,939.664,0.82,0.85,5.64,0.88,0.02,1
26.68,47.53,1078,618,12807,19463,939.068,2.37,2.47,16.33,2.547,0.058,1
12.659,45.26,164,400,13148,20013,939.655,1.19,1.23,8.17,1.275,0.029,0
-4.143,53.19,277,400,13115,19987,939.454,0.28,0.29,1.94,0.303,0.007,1
48.5,22.92,13817,537,12746,19092,936.872,0.85,0.88,5.83,0.909,0.021,0
28.48,42.44,99,400,12789,20626,937.474,1.8,1.87,12.37,1.928,0.044,0
-11.809,48.11,1385,404,12954,19375,938.728,1.91,1.98,13.12,2.045,0.046,1
-4.326,56.86,316,400,13108,19947,939.386,0.24,0.25,1.63,0.255,0.006,1
24.47,53.63,1207,400,12879,19431,938.755,1.73,1.79,11.89,1.854,0.042,1
24.78,52.5,1163,482,12855,19450,938.912,1.88,1.95,12.91,2.013,0.045,1
-7.887,51.19,168,400,13181,20102,939.667,0.82,0.86,5.68,0.885,0.02,1
45.03,27.01,12419,400,12958,19219,936.843,10.14,10.54,69.79,10.883,0.246,0
27.04,47.24,1124,512,12853,19459,938.893,1.66,1.73,11.44,1.783,0.04,1
17.546,49.26,1082,400,12910,19451,938.719,1.79,1.85,12.29,1.916,0.043,1
-5.235,56.27,369,400,13046,19887,939.27,0.47,0.49,3.27,0.509,0.011,1
24.72,52.93,1136,413,12893,19439,938.731,1.4,1.46,9.64,1.504,0.034,1
-6.968,53.92,205,400,13148,20061,939.59,0.64,0.66,4.4,0.686,0.015,1
0.033,52.81,129,400,13225,20080,939.662,2.5,2.6,17.24,2.688,0.061,1
22.32,47.92,93,400,13235,20130,939.66,2.04,2.12,14.03,2.188,0.049,1
19.77,54.48,18,400,13260,20224,939.705,2.64,2.74,18.17,2.833,0.064,1
16.98,53.4,45,400,13128,20009,939.631,0.65,0.68,4.5,0.702,0.016,0
18.062,48.8,1126,406,12911,19446,938.713,1.54,1.6,10.6,1.653,0.037,1
21.85,50.24,20,400,13256,20216,939.707,2.18,2.27,15.03,2.343,0.053,1
19.98,52.74,181,400,13208,20041,939.666,2.08,2.16,14.3,2.23,0.05,1
55.68,17.54,60000,4832,11687,16840,936.802,6774.75,17223.48,21038.34,19451.752,10050.48,0
24.87,52.18,1205,404,12929,19431,938.753,1.73,1.8,11.91,1.858,0.042,1
20.74,52.1,368,400,13050,19893,939.278,0.4,0.42,2.76,0.43,0.01,1
-9.073,52.96,24,400,13259,20230,939.708,2.11,2.19,14.51,2.262,0.051,1
-21.585,53.04,1389,413,12965,19391,938.745,1.89,1.96,12.98,2.023,0.046,1
-15.294,22.4,60000,19127,10969,15728,936.81,8706.54,14032.66,47393.95,15308.551,5051.77,0
21.11,49.89,232,400,13137,20039,939.568,0.61,0.63,4.19,0.653,0.015,1
23.56,54.91,914,669,12785,19497,939.098,2.56,2.66,17.62,2.748,0.062,1
24.45,53.82,1256,418,12902,19421,938.727,1.62,1.69,11.18,1.743,0.039,1
0.261,41.88,221,481,12751,20502,937.319,1.86,1.94,12.84,2.002,0.045,0
26.81,48.17,1354,401,12989,19388,938.781,2,2.08,13.77,2.148,0.049,1
28.69,41.92,104,400,12782,20634,937.494,1.77,1.84,12.21,1.904,0.043,0
20.04,54.3,251,400,13147,19967,939.688,1.42,1.48,9.8,1.529,0.035,1
43.78,32.38,60000,1363,12318,18181,936.867,69.22,71.91,476.39,74.287,1.678,0
-4.841,47.86,1344,419,12984,19393,938.794,1.86,1.93,12.79,1.995,0.045,1
55.02,11.99,5217,400,13403,19672,936.745,0.66,0.68,4.54,0.708,0.016,0
22.326,47.34,43,400,13140,20014,939.639,0.82,0.85,5.64,0.879,0.02,0
-5.227,43.97,155,407,12789,20575,937.349,2.08,2.16,14.34,2.236,0.05,0
22.48,47.84,18,400,13267,20198,939.654,2.52,2.62,17.33,2.702,0.061,1
-5.217,56.5,361,400,13057,19895,939.258,0.31,0.33,2.16,0.337,0.008,1
20.752,31.76,10881,400,12847,19274,936.91,0.51,0.53,3.54,0.552,0.012,0
24.38,48.84,88,400,13276,21063,937.018,1.73,1.79,11.88,1.852,0.042,0
-7.858,49.55,165,400,13178,20100,939.656,0.86,0.9,5.93,0.925,0.021,1
26.111,56.01,0,400,12883,19847,939.856,0.19,0.2,1.31,0.204,0.005,0
20.476,24.59,17629,609,12702,18974,936.906,0.9,0.93,6.18,0.964,0.022,0
25.05,50.23,1339,426,12984,19385,938.818,1.89,1.96,12.99,2.025,0.046,1
16.27,54.79,63,400,13115,19995,939.63,0.83,0.86,5.71,0.891,0.02,0
43.38,18.85,0,400,13628,21347,936.811,1.14,1.19,7.87,1.227,0.028,0
10.172,48.5,1247,403,12993,19417,938.853,1.76,1.82,12.08,1.884,0.043,1
26.96,47.8,1350,400,12972,19393,938.72,1.63,1.7,11.25,1.754,0.04,1
14.75,50.12,4,400,12881,19851,939.812,0.31,0.32,2.11,0.329,0.007,0
45.9,28.53,46433,874,12570,18583,936.844,45.38,47.15,312.32,48.703,1.1,0
20.565,46.83,1220,565,12823,19424,938.891,2.07,2.15,14.26,2.223,0.05,1
26.2,51.56,1251,400,12970,19413,938.701,2.4,2.5,16.54,2.58,0.058,1
24.37,53.88,1337,406,12988,19396,938.808,1.57,1.63,10.78,1.681,0.038,1
36.92,18.02,0,1800,12814,20150,930.929,7.72,8.02,53.14,8.287,0.187,1
-6.575,49.57,210,400,13136,20046,939.602,0.78,0.81,5.37,0.838,0.019,1
-7.418,48.21,1396,432,12942,19371,938.702,2.35,2.44,16.15,2.518,0.057,1
24.24,54.1,756,696,12782,19546,939.148,2.6,2.71,17.93,2.795,0.063,1
25.06,50.79,1189,492,12847,19439,938.92,2.11,2.19,14.49,2.26,0.051,1
12.524,47.86,1069,419,12874,19463,938.822,1.85,1.93,12.75,1.989,0.045,1
26.629,56.06,0,400,12945,19891,939.766,0.23,0.24,1.61,0.251,0.006,0
-4.121,54.36,705,865,12699,19553,939.125,2.49,2.59,17.14,2.673,0.06,1
23.9,54.18,1073,664,12788,19459,939.063,2.23,2.32,15.35,2.393,0.054,1
24.95,51.71,1189,400,12927,19429,938.721,1.32,1.37,9.1,1.419,0.032,1
24.64,52.93,1260,400,12947,19414,938.759,1.94,2.01,13.33,2.079,0.047,1
-20.743,53.95,1335,404,12965,19390,938.745,1.92,2,13.22,2.061,0.047,1
-5.161,57.56,351,400,13068,19899,939.293,0.64,0.66,4.39,0.685,0.015,1
12.149,44.68,0,400,13250,21191,937.478,1.9,1.98,13.1,2.043,0.046,0
24.612,53.86,0,400,12737,19767,939.851,0.21,0.27,1.33,0.287,0.054,0
24.64,53.08,1130,400,12907,19443,938.685,1.88,1.95,12.93,2.016,0.046,1
24.65,53.2,1203,413,12912,19424,938.696,2.03,2.11,14,2.184,0.049,1
21.42,49.77,193,400,13159,20077,939.608,0.84,0.87,5.79,0.903,0.02,1
3.016,55.05,965,676,12787,19497,939.084,2.37,2.46,16.3,2.542,0.057,1
27.117,50.57,34,400,13012,19910,939.747,0.24,0.25,1.66,0.259,0.006,0
46.2,30.17,60000,6079,11565,16940,936.879,2674.7,2778.91,18408.87,2870.645,64.838,0
-21.57,52.28,1354,413,12967,19396,938.73,1.87,1.94,12.87,2.007,0.045,1
51.78,22.2,19205,618,12699,18952,936.892,0.51,0.53,3.51,0.548,0.012,0
-4.125,54.69,699,854,12701,19559,939.143,2.49,2.59,17.16,2.676,0.06,1
12.556,53.45,1111,439,12874,19454,938.821,1.95,2.02,13.4,2.09,0.047,1
22.02,58.23,605,530,12875,19651,939.249,2.47,2.56,16.97,2.646,0.06,1
21.94,49.95,49,400,13255,20173,939.649,2.27,2.36,15.63,2.437,0.055,1
14.025,47.94,1122,456,12867,19450,938.853,2.05,2.13,14.12,2.202,0.05,1
20.55,47.25,1046,548,12835,19474,938.972,1.89,1.96,13.01,2.028,0.046,1
22,49.37,16,400,13263,20225,939.726,2.53,2.63,17.39,2.712,0.061,1
10.752,40.37,106,463,12779,20663,937.519,2.26,2.35,15.56,2.426,0.055,0
-0.632,52.65,948,704,12765,19498,939.087,2.26,2.35,15.56,2.426,0.055,1
27.12,47.26,1105,400,12892,19453,938.788,2.3,2.39,15.84,2.47,0.056,1
34.61,16.36,0,400,13343,21014,930.898,1.16,1.2,7.95,1.24,0.028,1
24.47,53.75,1352,412,12967,19383,938.721,1.65,1.72,11.37,1.773,0.04,1
19.912,51.08,1182,521,12838,19435,938.871,2.44,2.53,16.78,2.617,0.059,1
-4.005,49.4,121,400,13217,20098,939.649,2.24,2.33,15.43,2.406,0.054,1
40.7,15.47,1178,21347,11571,19295,930.923,4.54,4.72,31.26,4.874,0.11,1
24.69,52.93,1166,415,12892,19440,938.778,1.84,1.91,12.63,1.97,0.044,1
-22.01,47.78,1369,400,12969,19380,938.725,1.53,1.59,10.51,1.639,0.037,1
-8.078,47.18,1201,400,13021,19434,938.757,2.32,2.41,15.95,2.487,0.056,1
26.88,48.07,1218,410,12911,19426,938.711,1.69,1.76,11.65,1.816,0.041,1
12.439,53.42,1172,440,12861,19437,938.824,2.09,2.17,14.36,2.239,0.051,1
14.139,52.86,1163,404,12897,19441,938.773,1.53,1.59,10.54,1.644,0.037,1
24.66,53.02,1191,408,12912,19427,938.731,1.77,1.84,12.19,1.901,0.043,1
-4.278,52.03,301,400,13118,19964,939.39,0.29,0.3,2.01,0.313,0.007,1
12.328,47.48,1118,422,12875,19450,938.768,2.21,2.29,15.18,2.367,0.053,1
-5.056,65.57,630,571,12858,19632,939.211,2.47,2.57,16.99,2.65,0.06,1
20.44,49.43,147,400,13162,20026,939.622,0.81,0.84,5.56,0.867,0.02,0
20.8,55.17,5,400,13276,20237,939.734,2.22,2.31,15.31,2.387,0.054,1
3.05,28.76,6846,400,13175,19567,936.874,0.88,0.91,6.03,0.94,0.021,0
27.04,47.36,1383,417,12948,19379,938.702,1.74,1.81,11.98,1.868,0.042,1
19.215,52.56,1063,575,12821,19467,938.983,2.44,2.53,16.76,2.613,0.059,1
25.92,47.55,131,413,12781,20585,937.338,1.83,1.9,12.6,1.966,0.044,0
24.73,52.7,1406,411,12962,19372,938.716,1.85,1.92,12.7,1.98,0.045,1
28.12,44.72,145,412,12781,20572,937.319,1.86,1.93,12.79,1.994,0.045,0
-4.932,55.8,345,400,13084,19919,939.332,0.44,0.45,3.01,0.469,0.011,1
26.18,49.24,1023,638,12801,19471,939.084,2.41,2.51,16.6,2.588,0.058,1
26.9,44.9,9,426,12868,20772,937.603,1.93,2.01,13.3,2.074,0.047,0
18.98,55.43,194,400,13153,20074,939.628,0.7,0.73,4.82,0.752,0.017,1
25.68,53.76,1097,400,12901,19454,938.784,1.73,1.8,11.92,1.858,0.042,1
13.89,56.33,16,400,13047,19934,939.741,0.33,0.34,2.26,0.352,0.008,0
-7.787,27.47,60000,13130,11218,16425,936.867,5872.04,6289.27,39941.41,6527.59,325.258,0
38.07,16.68,261,3247,12571,19861,930.94,7.73,8.03,53.22,8.299,0.187,1
24.61,51.59,1076,627,12802,19466,939.125,2.35,2.45,16.2,2.526,0.057,1
21.38,60.09,693,693,12789,19557,939.156,2.38,2.47,16.39,2.556,0.058,1
26.16,46.85,81,404,12778,20632,937.435,1.74,1.81,11.98,1.867,0.042,0
24.55,53.36,1149,404,12883,19450,938.76,1.48,1.54,10.22,1.593,0.036,1
28.07,45.52,198,417,12771,20519,937.418,1.31,1.36,9.02,1.407,0.032,0
-6.43,50.54,64,400,13239,20154,939.643,2.16,2.24,14.86,2.317,0.052,1
25.03,51.1,1208,422,12919,19427,938.758,1.72,1.79,11.83,1.844,0.042,1
17.757,47.94,1040,476,12864,19474,938.92,1.58,1.64,10.86,1.693,0.038,1
13.621,54.35,1291,415,12925,19404,938.748,1.39,1.44,9.56,1.491,0.034,1
27.14,47.14,1134,422,12872,19439,938.804,1.95,2.03,13.45,2.097,0.047,1
19.433,46.95,1101,565,12828,19460,938.966,2.04,2.12,14.03,2.187,0.049,1
27.12,47.25,1153,400,12887,19434,938.761,2.18,2.27,15.03,2.344,0.053,1
10.021,46.72,1117,400,12993,19464,938.739,2.29,2.38,15.73,2.454,0.055,1
22.62,57.1,640,542,12870,19615,939.186,2.91,3.02,20.04,3.125,0.071,1
38.98,15.12,1429,16716,11675,19225,930.884,1.25,1.3,8.62,1.344,0.03,1
26.35,51.05,1134,413,12878,19442,938.808,1.78,1.85,12.24,1.908,0.043,1
19.084,47.33,1113,503,12848,19450,938.89,2.19,2.27,15.04,2.345,0.053,1
26.446,50.52,43,400,13075,19968,939.702,0.51,0.53,3.52,0.55,0.012,0
24.65,53.08,1406,413,12958,19376,938.746,1.86,1.94,12.83,2.001,0.045,1
19.652,48.7,1224,400,12907,19420,938.714,1.87,1.94,12.85,2.004,0.045,1
42.31,19.15,22,400,13572,21135,936.807,0.88,0.92,6.07,0.947,0.021,0
26.84,44.99,17,415,12863,20774,937.63,2.18,2.26,15,2.34,0.053,0
